source,title,abstract,journal,publication_date,authors,mesh_terms,doi,pmid,url
PubMed,Estrogen Treatment Lowers the Risk of Complications in Menopausal Women with Mild Burn Injury.,,"Medicina (Kaunas, Lithuania)",2025,Song Juquan; Golovko George; Botnar Kostiantyn; El Ayadi Amina; Vincent Kathleen L; Wolf Steven E,Humans; Female; Middle Aged; Burns; Estrogens; Aged; Postmenopause; Cohort Studies; Menopause,10.3390/medicina61020300,40005417,https://pubmed.ncbi.nlm.nih.gov/40005417/
PubMed,Assessment of Quality of Life in Lithuanian Patients with Multimorbidity Using the EQ-5D-5L Questionnaire.,,"Medicina (Kaunas, Lithuania)",2025,Vasiliauskienė Olga; Vasiliauskas Dovydas; Kontrimienė Aušrinė; Jaruševičienė Lina; Liseckienė Ida,"Humans; Quality of Life; Lithuania; Female; Male; Middle Aged; Multimorbidity; Surveys and Questionnaires; Aged; Adult; Aged, 80 and over; Reproducibility of Results; Psychometrics",10.3390/medicina61020292,40005409,https://pubmed.ncbi.nlm.nih.gov/40005409/
PubMed,Update on the Efficacy and Safety of Sodium-Glucose Co-Transporter 2 Inhibitors in Patients with Chronic Diseases: A Systematic Review and Meta-Analysis.,,"Medicina (Kaunas, Lithuania)",2025,Liang I-Chia; Chang Hsun-Hao; Lai Yu-Jou; Chan Chi-Ming; Sung Chao-Hsien; Pu Chi-Ming; Chang Der-Chen; Ho Ching-Chih; Hung Chi-Feng,"Humans; Sodium-Glucose Transporter 2 Inhibitors; Diabetes Mellitus, Type 2; Renal Insufficiency, Chronic; Chronic Disease; Heart Failure; Randomized Controlled Trials as Topic; Myocardial Infarction",10.3390/medicina61020202,40005319,https://pubmed.ncbi.nlm.nih.gov/40005319/
PubMed,Factors Associated with the Quality of Life and Needs of Hemodialysis Patients in Saudi Arabia: A Basis for Improved Care.,,"Medicina (Kaunas, Lithuania)",2025,Alqalah Talal Ali Hussein; Alrubaiee Gamil Ghaleb; Alkubati Sameer Abdulmalik,"Humans; Quality of Life; Renal Dialysis; Male; Saudi Arabia; Female; Middle Aged; Cross-Sectional Studies; Surveys and Questionnaires; Kidney Failure, Chronic; Adult; Aged",10.3390/medicina61020180,40005298,https://pubmed.ncbi.nlm.nih.gov/40005298/
PubMed,Validation of an LC-HRMS Method for Quantifying Indoxyl Sulfate and ,"Accurate quantification of indoxyl sulfate (IndS) and  An LC-HRMS was validated for quantifying IndS and pCS in human serum, following EMA guidelines. The method involved protein precipitation with methanol, micro-LC for chromatographic separation, and detection based on accurate mass, with simultaneous high-resolution full-scan acquisition. Clinical samples from patients with varying degrees of renal insufficiency and samples obtained before and after hemodiafiltration were analyzed. The method demonstrated acceptable linearity, precision, and accuracy. The measurement range for both analytes was from 100 to 40,000 ng/mL. Serum levels of IndS and pCS correlated with decreased renal function. After hemodiafiltration, there was a significant reduction of IndS (50%) and pCS (43%). Simultaneous untargeted analysis allowed to identify metabolites significantly underexpressed after hemodiafiltration. An accurate LC-HRMS method was validated for the quantification of IndS and pCS serum levels in patients with CKD, providing insights into toxin dynamics and enabling untargeted metabolic evaluation.","Molecules (Basel, Switzerland)",2025,Rodríguez-García María; Martínez Irene; Aliart Irene; Sainz de Medrano Jaime I; Rico Nayra; Escudero-Saiz Víctor Joaquín; Maduell Francisco; Morales-Ruiz Manuel; Casals Gregori,"Humans; Indican; Sulfuric Acid Esters; Cresols; Chromatography, Liquid; Mass Spectrometry; Renal Insufficiency, Chronic; Female; Male; Reproducibility of Results; Middle Aged",10.3390/molecules30040782,40005095,https://pubmed.ncbi.nlm.nih.gov/40005095/
PubMed,Efficacy and Safety of Phase 1 of Very Low Energy Ketogenic Therapy (VLEKT) in Subjects with Obesity and Mild Renal Impairment.,,Nutrients,2025,Verde Ludovica; Barrea Luigi; Galasso Martina; Lucà Stefania; Camajani Elisabetta; Pisani Antonio; Colao Annamaria; Caprio Massimiliano; Muscogiuri Giovanna,"Humans; Middle Aged; Male; Female; Diet, Ketogenic; Obesity; Cross-Sectional Studies; Glomerular Filtration Rate; Renal Insufficiency, Chronic; Treatment Outcome; Adult; Weight Loss; Blood Glucose; Body Mass Index",10.3390/nu17040721,40005050,https://pubmed.ncbi.nlm.nih.gov/40005050/
PubMed,Incremental Hemodialysis: Review of Clinical Trials Focused on Patients Undergoing Once-Weekly Hemodialysis.,,Nutrients,2025,Bolasco Piergiorgio,"Humans; Renal Dialysis; Kidney Failure, Chronic; Clinical Trials as Topic; Female; Aged; Treatment Outcome; Male; Middle Aged; Time Factors; Renal Insufficiency, Chronic",10.3390/nu17040713,40005041,https://pubmed.ncbi.nlm.nih.gov/40005041/
PubMed,Concurrent Lead and Cadmium Exposure Among Diabetics: A Case-Control Study of Socio-Demographic and Consumption Behaviors.,,Nutrients,2025,Adokwe Jonah Bawa; Pouyfung Phisit; Kuraeiad Saruda; Wongrith Paleeratana; Inchai Puchong; Yimthiang Supabhorn; Satarug Soisungwan; Khamphaya Tanaporn,"Humans; Cadmium; Lead; Case-Control Studies; Male; Female; Diabetes Mellitus, Type 2; Middle Aged; Risk Factors; Thailand; Socioeconomic Factors; Aged; Adult; Environmental Exposure; Sociodemographic Factors",10.3390/nu17040710,40005037,https://pubmed.ncbi.nlm.nih.gov/40005037/
PubMed,The Preventive Impact of Chokeberry (,,Nutrients,2025,Brzóska Małgorzata M; Gałażyn-Sidorczuk Małgorzata; Rogalska Joanna,"Animals; Photinia; Cadmium; Plant Extracts; Homeostasis; Phosphorus; Female; Calcium; Rats; Disease Models, Animal; Rats, Wistar",10.3390/nu17040702,40005030,https://pubmed.ncbi.nlm.nih.gov/40005030/
PubMed,Plant-Dominant Low-Protein Diets: A Promising Dietary Strategy for Mitigating Disease Progression in People with Chronic Kidney Disease-A Comprehensive Review.,"Chronic kidney disease (CKD) is a global health crisis affecting over 10% of the population, with mortality rates increasing significantly. Current management strategies, including expensive medications and renal replacement therapies, highlight the need for cost-effective, conservative approaches. This review examines the evidence for plant-dominant low-protein diets (PLADO) in managing non-dialysis-dependent CKD. Existing guidelines for protein restriction in CKD vary considerably, with inconsistencies and a lack of personalization noted in the KDOQI and KDIGO recommendations. While traditional low-protein diet trials show limited success due to poor adherence and marginal benefits, PLADO offers a potentially more sustainable alternative. PLADO's advantages include improved nutrient density, reduced dietary acid load, anti-inflammatory effects, and beneficial modulation of the gut microbiome, potentially reducing uremic toxins and improving cardiovascular health. However, challenges remain, including adherence issues, potential nutrient deficiencies, and potassium management. Although observational studies show promise, further large-scale randomized controlled trials are necessary to validate PLADO's efficacy and establish optimal dietary composition. A personalized, multidisciplinary approach is essential for successful implementation and monitoring to maximize PLADO's benefits in improving outcomes for individuals with NDD-CKD.",Nutrients,2025,Kaimori Jun-Ya; Sakaguchi Yusuke; Oka Tatsufumi; Isaka Yoshitaka,"Humans; Diet, Protein-Restricted; Renal Insufficiency, Chronic; Disease Progression; Diet, Vegetarian; Gastrointestinal Microbiome",10.3390/nu17040643,40004970,https://pubmed.ncbi.nlm.nih.gov/40004970/
PubMed,"Association of Homocysteine, S-Adenosylhomocysteine and S-Adenosylmethionine with Cardiovascular Events in Chronic Kidney Disease.",,Nutrients,2025,Emrich Insa E; Obeid Rima; Geisel Jürgen; Fliser Danilo; Böhm Michael; Heine Gunnar H; Zawada Adam M,"Humans; Male; Female; S-Adenosylhomocysteine; S-Adenosylmethionine; Renal Insufficiency, Chronic; Homocysteine; Cardiovascular Diseases; Middle Aged; Aged; Prognosis; Biomarkers; Glomerular Filtration Rate; Risk Factors",10.3390/nu17040626,40004955,https://pubmed.ncbi.nlm.nih.gov/40004955/
PubMed,Benefits and Pitfalls of Uraemic Toxin Measurement in Peritoneal Dialysis.,"Chronic kidney disease is a global health burden with a rising incidence and prevalence in developed and developing nations. Once established, it results in a progressive accumulation of a myriad of uraemic toxins. Peritoneal dialysis (PD) uses the body's peritoneal membrane to remove these toxins across a semipermeable membrane to restore and maintain homeostasis. Traditionally, dialysis adequacy has been measured through clearance of urea and creatinine. However, numerous studies have shown marginal links comparing the clearance of urea and creatinine with clinical outcomes reflected in the recent changes to the ISPD guidelines on dialysis adequacy. Instead, attention has focused on protein-bound uraemic toxins (PBTs). Produced by gut bacteria, these molecules are highly protein-bound and poorly removed by either dialysis or absorptive agents. Elevated concentrations of molecules such as p-cresyl sulfate and indoxyl sulfate have been associated with abnormal cellular function and poor patient outcomes. However, widespread use of these measures to determine dialysis adequacy has been limited by the need for specialized techniques required for measurement. Altering the gut microbiome to reduce generation of PBTs through increased dietary fiber might be an alternate approach to better patient outcomes, with some initial positive reports. This report explores advantages and limitations of measuring uraemic toxins in PD, now and in the foreseeable future.",Journal of clinical medicine,2025,Malaweera Aruni; Huang Louis; McMahon Lawrence,,10.3390/jcm14041395,40004925,https://pubmed.ncbi.nlm.nih.gov/40004925/
